GeneID	Gene Name	g1	g2	g3	g4	g5	g6	g7	g8
CHLRE_07g312550v5		0.5,0.5,0.5,0.5,0.6	2,2,2,2,2	2,2,2,2,2	1,1,1,2,2	0.6,0.6,0.7,0.7,0.7	1,1,1,1,1	2,2,2,2,2	2,2,2,2,2
CHLRE_07g312580v5		1,1,2,2,2	4,4,4,4,4	4,4,5,5,6	4,4,4,4,4	2,2,2,2,2	3,3,3,3,3	4,4,4,4,5	6,6,6,7,7
CHLRE_07g312600v5		0.1,0.1,0.1,0.1,0.1	0.4,0.5,0.6,0.7,0.8	0.3,0.3,0.3,0.3,0.4	0.2,0.2,0.2,0.2,0.2	0.2,0.3,0.3,0.3,0.4	0.1,0.1,0.2,0.3,0.4	0.3,0.3,0.3,0.3,0.3	0.2,0.2,0.2,0.3,0.3
CHLRE_07g312650v5		10,11,11,11,12	7,7,7,7,7	7,7,7,7,7	9,10,10,10,10	13,14,14,14,14	10,11,11,11,12	11,11,12,12,12	10,10,11,11,11
CHLRE_07g312701v5		0,0,0,0,0	0,0,0,0,0	0.1,0.1,0.1,0.1,0.1	0.1,0.1,0.1,0.1,0.1	0,0,0,0.1,0.1	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
CHLRE_07g312750v5		18,18,19,19,19	17,18,18,19,20	6,6,6,6,6	15,15,15,15,16	11,11,11,11,11	22,23,23,24,25	22,22,22,22,22	22,22,23,23,23
CHLRE_07g312800v5		8,8,8,8,8	6,6,6,6,7	4,5,5,5,5	5,6,6,6,6	11,11,11,11,11	7,7,7,7,7	7,7,7,8,8	5,5,5,6,6
CHLRE_07g312817v5		0,0,0,0,0.1	0,0,0,0,0	0,0,0,0.1,0.1	0,0,0,0,0	0,0,0,0,0.1	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
CHLRE_07g312833v5		0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0.1,0.1
CHLRE_07g312850v5		26,27,27,28,29	28,32,35,39,42	30,31,32,32,33	12,12,13,13,13	25,25,26,26,26	50,50,50,50,50	46,47,48,50,51	84,84,85,85,86
CHLRE_07g312900v5		16,16,16,16,17	17,17,18,18,18	14,15,15,15,15	13,13,13,13,13	17,17,17,17,17	15,15,15,15,16	18,18,18,18,18	18,18,18,18,18
CHLRE_07g312950v5		27,28,29,31,32	35,36,36,36,36	30,31,31,31,32	24,25,26,26,27	51,52,52,53,53	29,29,29,29,29	30,30,31,32,33	26,27,27,28,28
CHLRE_07g313000v5		0,0,0,0,0	0,0,0.1,0.1,0.1	0.1,0.1,0.1,0.1,0.1	0,0,0.1,0.1,0.1	0.1,0.1,0.1,0.1,0.1	0,0,0,0,0	0,0,0,0,0.1	0.1,0.1,0.1,0.1,0.1
CHLRE_07g313050v5		8,8,8,8,9	7,7,7,8,8	5,5,6,6,6	8,8,8,9,9	6,7,7,7,7	9,9,9,9,9	8,9,9,9,9	6,6,7,7,7
CHLRE_07g313100v5		2,2,2,2,2	7,7,7,7,7	2,2,2,3,3	2,2,2,2,2	2,2,2,2,3	2,2,2,2,2	3,3,3,3,4	3,3,3,3,3
CHLRE_07g313122v5		7,7,7,7,7	11,11,11,11,12	10,10,10,10,10	10,10,10,11,11	8,8,9,9,9	6,6,7,7,7	6,6,6,6,6	6,7,7,7,7
CHLRE_07g313143v5		13,15,16,17,18	14,15,15,16,16	0.4,0.4,0.4,0.4,0.4	0.1,0.2,0.3,0.3,0.4	3,3,4,4,4	52,54,55,56,57	56,59,63,67,71	65,67,70,72,75
CHLRE_07g313164v5		3,3,3,3,3	10,10,10,10,10	6,6,7,7,7	4,4,4,4,5	3,3,3,3,3	5,5,5,5,6	6,6,6,6,7	6,7,7,7,8
CHLRE_07g313185v5		24,25,25,25,26	26,26,26,26,27	15,15,16,16,17	18,18,18,18,19	22,22,23,24,24	26,26,26,27,27	26,26,27,27,28	27,27,27,27,27
CHLRE_07g313206v5		0.3,0.3,0.3,0.3,0.4	0.5,0.5,0.5,0.5,0.5	0.3,0.3,0.3,0.3,0.4	0.3,0.3,0.3,0.3,0.3	0.5,0.5,0.6,0.6,0.6	0.3,0.3,0.3,0.3,0.3	0.3,0.3,0.3,0.4,0.4	0.2,0.2,0.2,0.3,0.3
CHLRE_07g313250v5		44,44,44,44,44	14,18,21,24,27	32,34,36,38,40	37,37,37,37,37	42,42,42,42,42	35,35,35,35,36	26,27,27,28,29	57,57,57,57,57
CHLRE_07g313302v5		21,22,24,25,26	14,15,15,16,16	3,3,3,3,3	12,12,12,12,13	7,7,7,7,7	22,23,23,24,25	23,23,24,25,26	17,17,17,17,18
CHLRE_07g313350v5		2,2,2,2,2	3,3,3,3,3	1,1,1,1,1	2,2,2,2,2	2,2,2,2,2	1,1,1,2,2	2,2,2,2,2	3,3,3,3,3
CHLRE_07g313400v5		2,2,2,2,2	3,3,3,3,3	2,2,2,2,2	0.7,0.8,0.9,1,1	3,3,3,3,4	2,2,2,2,2	2,2,2,2,2	2,2,2,3,3
CHLRE_07g313450v5		8,8,9,9,9	9,10,10,10,10	6,7,7,7,8	9,9,9,10,10	8,8,8,8,8	8,8,8,8,8	6,6,7,7,7	8,8,8,8,8
CHLRE_07g313500v5		3,3,3,3,3	5,5,5,5,5	2,2,2,3,3	2,2,2,2,2	2,2,2,2,2	3,3,3,3,3	3,3,4,4,4	3,3,4,4,4
CHLRE_07g313550v5		5,6,6,6,6	3,3,3,3,3	8,9,9,9,9	13,13,14,14,14	9,9,10,10,11	3,3,4,4,4	2,2,2,2,2	2,2,2,2,2
CHLRE_07g313600v5		0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0.1	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
CHLRE_07g313650v5		0.5,0.5,0.5,0.5,0.6	0.1,0.1,0.1,0.1,0.1	0.2,0.2,0.2,0.2,0.2	0.4,0.4,0.4,0.5,0.5	0.3,0.4,0.4,0.4,0.4	0.2,0.2,0.2,0.3,0.3	0.2,0.2,0.2,0.2,0.2	0,0,0,0.1,0.1
CHLRE_07g313700v5		53,55,56,58,60	2,3,3,3,3	29,30,30,31,32	165,171,177,183,188	27,28,28,28,28	40,40,41,41,41	21,21,21,22,22	7,7,8,8,9
CHLRE_07g313750v5		3,3,3,3,3	2,2,2,2,2	2,2,2,2,2	2,2,3,3,3	4,4,5,5,5	3,3,3,3,3	2,2,3,3,3	2,2,2,2,2
CHLRE_07g313800v5		3,3,3,3,3	13,13,13,13,13	8,8,8,8,9	2,3,3,3,3	12,12,12,12,12	3,3,3,4,4	4,4,4,4,4	5,5,5,5,6
CHLRE_07g313850v5		10,10,10,10,10	2,2,2,2,3	1,1,2,2,2	3,4,4,4,4	8,9,9,9,9	7,7,7,7,7	8,8,8,9,9	2,2,3,3,3
CHLRE_07g313900v5		10,10,10,10,10	2,2,2,2,2	2,2,2,2,2	5,5,5,5,5	8,8,8,8,9	7,7,7,8,8	6,7,7,7,7	2,2,2,2,2
CHLRE_07g313950v5		3,3,3,3,3	2,2,2,2,2	1,1,1,1,1	3,3,3,3,3	4,4,4,4,4	4,4,4,4,4	4,4,4,4,4	3,4,4,4,4
CHLRE_07g314000v5		3,3,3,3,3	2,2,2,2,2	3,3,3,3,3	3,3,3,3,3	5,5,5,5,6	2,2,2,2,2	3,3,3,3,3	0.8,0.9,0.9,0.9,1
CHLRE_07g314050v5		5,5,5,5,5	4,5,5,5,5	3,3,4,4,4	4,4,4,5,5	7,7,7,8,8	7,7,7,7,7	7,7,7,7,7	8,8,8,8,8
CHLRE_07g314100v5		49,50,51,51,52	17,18,19,21,22	2,2,2,2,2	13,13,14,14,15	5,6,6,6,7	56,57,58,60,61	56,60,63,66,70	33,34,36,37,38
CHLRE_07g314150v5		74,75,76,77,78	8,8,8,8,8	21,21,22,22,22	101,102,104,105,107	38,39,39,39,40	50,51,51,52,52	35,36,37,38,39	21,22,23,24,25
CHLRE_07g314200v5		5,5,5,6,6	8,9,10,10,11	8,8,8,8,8	6,6,6,6,6	7,7,7,7,8	7,7,7,7,7	8,9,9,9,10	13,13,13,14,14
CHLRE_07g314250v5		7,7,8,8,9	0.7,0.7,0.7,0.7,0.8	1,1,1,1,1	2,2,2,2,2	7,7,7,7,7	6,6,6,7,7	9,9,10,10,10	5,5,5,5,5
CHLRE_07g314300v5		14,14,14,14,14	17,18,19,20,20	15,16,16,17,17	9,10,10,11,11	20,21,21,22,22	14,14,14,14,14	17,17,17,17,17	10,10,11,11,11
CHLRE_07g314351v5		1,1,1,1,1	2,2,2,2,2	1,1,1,1,1	2,2,2,2,2	2,2,2,2,2	0.9,0.9,0.9,0.9,0.9	0.5,0.5,0.5,0.5,0.6	0.8,0.9,1,1,1
CHLRE_07g314400v5		1,1,2,2,2	1,1,1,1,1	0.8,0.8,0.9,0.9,0.9	2,2,2,2,2	0.9,1,1,1,1	2,2,2,2,2	2,2,2,2,2	2,2,2,2,2
CHLRE_07g314450v5		3,3,3,3,3	1,1,1,1,2	0.9,0.9,1,1,1	4,4,4,4,4	3,3,3,3,3	3,3,3,3,3	3,3,3,3,3	1,1,1,1,1
CHLRE_07g314500v5		3,3,3,3,3	1,2,2,2,2	0.6,0.6,0.7,0.7,0.8	2,2,2,2,2	4,4,4,4,4	3,3,3,3,3	4,4,4,4,4	3,3,3,3,3
CHLRE_07g314550v5		24,25,25,26,26	9,9,9,9,10	3,3,3,4,4	21,21,22,22,23	4,4,4,5,5	28,28,29,29,29	27,28,30,31,32	22,23,24,25,26
CHLRE_07g314600v5		10,11,11,11,11	7,7,8,8,8	9,10,10,10,10	17,17,18,18,18	6,7,7,7,7	9,9,10,10,11	9,9,9,10,10	11,11,12,12,12
CHLRE_07g314650v5		20,20,20,20,20	93,93,93,93,93	51,52,52,53,53	12,12,12,12,12	44,45,46,47,48	30,30,31,31,31	35,36,38,40,42	45,46,47,48,49
CHLRE_07g314676v5		0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
CHLRE_07g314700v5		0.8,0.9,0.9,1,1	2,2,2,2,2	0.1,0.1,0.1,0.1,0.1	0.1,0.1,0.1,0.1,0.1	0.2,0.2,0.2,0.3,0.3	2,2,2,2,2	2,3,3,3,4	4,4,4,4,4
CHLRE_07g314751v5		0.2,0.2,0.2,0.2,0.2	0.1,0.1,0.1,0.1,0.1	0.1,0.1,0.1,0.1,0.1	0.1,0.1,0.1,0.1,0.1	0.3,0.3,0.3,0.3,0.3	0.2,0.2,0.2,0.2,0.2	0.2,0.2,0.2,0.3,0.3	0.1,0.1,0.1,0.1,0.1
CHLRE_07g314800v5		5,5,5,5,5	1,1,1,1,1	1,2,2,2,2	2,2,2,2,2	4,4,4,4,4	3,3,3,3,3	3,3,3,4,4	1,1,2,2,2
CHLRE_07g314833v5		0,0,0.1,0.1,0.1	0,0,0,0,0	0,0,0,0.1,0.1	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0.1	0,0,0,0,0	0,0,0,0,0
CHLRE_07g314866v5		0.6,0.6,0.6,0.7,0.7	0.4,0.4,0.4,0.4,0.4	0,0,0,0,0	0.4,0.4,0.4,0.4,0.4	0,0,0,0.1,0.1	0.5,0.5,0.5,0.5,0.5	0.3,0.4,0.5,0.6,0.6	0.4,0.4,0.4,0.5,0.5
CHLRE_07g314900v5		34,35,36,37,38	20,21,22,23,24	2,2,2,2,2	12,12,12,12,12	3,3,3,3,3	41,41,42,42,42	39,42,46,50,53	33,34,35,36,37
CHLRE_07g314950v5		22,23,23,24,25	18,19,20,20,21	8,8,8,9,9	15,15,15,15,16	13,13,14,14,14	27,27,27,27,28	24,25,25,26,26	25,25,25,25,26
CHLRE_07g315000v5		10,10,10,10,10	13,13,13,13,13	12,13,13,14,14	10,10,10,10,10	15,15,16,16,17	9,10,10,10,11	10,10,11,11,11	11,11,11,12,12
CHLRE_07g315050v5		0.8,0.8,0.9,1,1	0.9,0.9,0.9,0.9,1	1,1,1,1,1	1,1,1,1,1	0.3,0.3,0.3,0.3,0.3	0.3,0.4,0.4,0.4,0.5	0.5,0.5,0.6,0.6,0.6	0.6,0.6,0.6,0.6,0.6
CHLRE_07g315100v5		32,33,35,36,38	27,27,28,29,29	24,26,28,29,31	25,25,25,25,25	41,42,43,45,46	26,26,27,27,28	26,26,26,26,26	20,20,20,20,20
CHLRE_07g315150v5		66,67,68,69,70	80,82,84,86,88	71,71,71,72,72	115,117,120,122,124	81,82,82,83,83	73,74,74,74,75	65,66,66,67,67	76,76,76,76,76
CHLRE_07g315200v5		8,8,9,9,9	11,12,12,13,13	4,4,4,4,4	7,7,8,8,8	5,5,5,5,5	9,9,9,10,10	8,9,9,10,10	12,12,12,12,12
CHLRE_07g315250v5		0,0,0,0.1,0.1	0.1,0.1,0.1,0.1,0.2	0,0,0.1,0.1,0.1	0,0,0.1,0.1,0.1	0,0,0,0,0.1	0,0,0,0,0	0,0,0,0,0	0,0,0,0.1,0.1
CHLRE_07g315300v5		1,1,2,2,2	7,7,7,7,7	3,3,3,3,3	1,2,2,2,2	2,2,2,2,2	2,2,2,2,2	2,2,2,2,2	4,4,4,4,4
CHLRE_07g315326v5		0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0.1
CHLRE_07g315350v5		14,14,15,15,15	27,29,31,33,35	37,38,38,39,39	18,18,19,19,20	19,20,20,21,21	14,14,14,14,15	23,23,23,23,24	37,38,39,40,41
CHLRE_07g315400v5		8,8,8,9,9	8,8,9,9,9	2,2,2,2,3	5,5,5,5,6	3,3,3,3,3	8,9,9,9,10	9,10,11,12,13	9,9,9,9,10
CHLRE_07g315432v5		8,8,8,8,8	5,5,5,5,5	4,4,4,4,5	6,6,6,6,6	7,7,7,8,8	6,6,6,6,6	4,4,4,4,4	2,2,2,3,3
CHLRE_07g315450v5		7,7,7,8,8	9,9,9,9,10	6,6,6,6,6	7,7,7,7,7	8,9,9,9,10	7,7,7,8,8	6,6,6,6,6	8,8,8,8,8
CHLRE_07g315500v5		4,4,4,4,5	6,6,6,6,7	3,3,3,3,3	2,2,2,2,2	6,6,7,7,7	6,7,7,7,7	6,6,6,6,6	6,6,6,6,6
CHLRE_07g315550v5		8,8,9,9,9	13,13,13,13,13	15,16,16,17,17	4,4,5,5,5	11,11,11,12,12	5,5,5,5,5	5,5,5,5,5	3,3,4,4,4
CHLRE_07g315600v5		5,5,5,5,6	5,5,5,5,5	4,4,4,4,4	5,6,6,6,6	8,8,8,8,8	6,6,6,6,6	5,5,5,5,5	4,4,4,4,4
CHLRE_07g315650v5		0.8,0.8,0.8,0.9,0.9	2,2,2,2,2	1,1,1,2,2	1,1,1,2,2	2,2,2,2,2	0.7,0.8,0.8,0.8,0.8	0.6,0.6,0.7,0.7,0.8	1,1,1,1,1
CHLRE_07g315700v5		16,17,17,18,18	16,16,17,17,17	28,29,30,31,33	26,26,26,26,26	23,24,24,25,25	13,14,14,15,15	19,19,19,20,20	14,14,14,15,15
CHLRE_07g315750v5		68,69,70,72,73	148,150,152,153,155	139,144,148,152,156	61,61,62,62,62	120,121,122,123,124	73,74,74,74,75	91,93,94,95,96	89,90,92,93,94
CHLRE_07g315850v5		2,2,2,2,2	0.8,0.9,0.9,1,1	1,1,1,1,1	1,1,1,1,1	0.4,0.5,0.5,0.5,0.5	1,1,1,1,1	2,2,2,2,2	2,2,2,2,2
CHLRE_07g315900v5		25,25,25,25,25	45,45,45,46,46	26,27,27,28,29	18,18,19,19,19	30,31,31,32,33	34,34,34,34,34	25,25,26,27,27	43,44,45,45,46
CHLRE_07g315950v5		10,10,11,11,11	7,8,9,9,10	11,12,12,12,12	9,10,10,11,11	14,14,14,14,15	9,10,10,10,10	7,7,7,8,8	8,9,9,9,10
CHLRE_07g316000v5		109,112,115,118,120	299,302,304,307,310	210,211,211,212,212	131,134,137,140,143	149,151,153,154,156	132,133,134,134,135	98,101,105,108,112	253,256,258,261,264
CHLRE_07g316050v5		16,17,17,18,18	18,19,21,22,23	26,28,29,31,32	23,24,24,25,26	24,25,26,27,28	13,13,13,13,13	11,11,12,12,13	11,12,12,12,13
CHLRE_07g316100v5		2,3,3,3,3	6,6,6,6,6	4,4,4,4,4	2,2,2,2,2	5,5,5,5,5	3,3,3,3,3	4,4,4,4,4	4,4,4,4,4
CHLRE_07g316150v5		3,3,3,3,3	3,3,3,4,4	1,1,1,1,1	2,2,2,2,2	2,2,2,2,2	3,3,3,3,3	2,3,3,3,3	1,1,1,1,1
CHLRE_07g316200v5		22,22,22,22,22	12,13,13,13,13	11,11,11,11,12	17,17,17,17,17	20,20,20,21,21	20,20,21,21,22	21,21,22,22,23	13,13,14,14,15
CHLRE_07g316350v5		1,1,1,1,2	11,12,12,12,12	0.4,0.5,0.5,0.5,0.5	0.1,0.1,0.1,0.1,0.1	0.3,0.3,0.4,0.4,0.4	4,4,4,4,4	5,5,5,6,6	10,10,10,10,10
CHLRE_07g316400v5		5,5,5,5,5	5,5,5,5,5	2,2,2,2,2	3,3,3,3,3	1,2,2,2,2	10,10,10,10,10	8,8,8,8,8	12,12,12,12,12
CHLRE_07g316450v5		1,1,1,1,1	1,1,2,2,2	3,3,3,3,3	2,2,2,2,2	1,1,1,1,2	0.9,1,1,1,1	0.9,0.9,1,1,1	7,7,7,7,7
CHLRE_07g316500v5		1,1,1,1,1	2,2,2,2,2	1,1,1,1,2	0.9,0.9,1,1,1	1,1,1,1,1	1,1,1,1,1	1,1,1,1,1	2,2,2,2,2
CHLRE_07g316526v5		0.1,0.1,0.2,0.2,0.2	0.3,0.3,0.3,0.3,0.3	0.1,0.1,0.1,0.1,0.2	0.1,0.1,0.2,0.2,0.3	0.1,0.1,0.1,0.2,0.2	0,0.1,0.1,0.1,0.2	0,0.1,0.1,0.1,0.2	0.1,0.2,0.2,0.3,0.3
CHLRE_07g316550v5		7,7,7,7,8	8,9,9,9,9	7,8,8,8,8	7,7,7,7,7	8,8,8,8,9	7,7,7,7,7	7,7,7,7,8	9,9,9,9,9
CHLRE_07g316600v5		7,7,7,7,8	8,8,8,8,8	4,4,4,4,5	6,6,6,6,6	9,9,9,9,10	9,9,9,10,10	9,9,10,10,10	8,9,9,9,10
CHLRE_07g316650v5		11,11,11,11,11	5,5,6,6,6	5,6,6,6,6	8,8,8,9,9	11,11,11,12,12	7,7,7,7,7	8,8,8,8,8	4,4,4,4,5
CHLRE_07g316725v5		4,5,5,6,6	2,2,2,2,2	3,3,3,3,3	5,5,5,5,6	4,4,4,4,4	3,3,3,4,4	4,4,4,5,5	2,3,3,3,4
CHLRE_07g316800v5		3,3,3,3,3	5,5,5,5,5	2,2,2,3,3	2,2,2,2,2	0.3,0.4,0.5,0.6,0.6	3,3,3,3,3	3,4,4,4,5	2,2,2,2,3
CHLRE_07g316850v5		7,8,9,10,11	39,40,42,43,44	1,2,2,2,2	0.2,0.2,0.2,0.2,0.2	2,2,2,2,3	31,34,36,38,40	36,39,42,46,49	52,54,57,59,62
CHLRE_07g316900v5		5,5,5,6,6	3,3,3,3,3	3,3,3,3,4	3,3,3,3,3	6,6,6,6,7	4,4,4,4,4	5,5,5,5,5	1,1,2,2,2
CHLRE_07g316992v5		0.5,0.5,0.5,0.6,0.6	0.6,0.6,0.7,0.7,0.8	0.6,0.6,0.6,0.6,0.6	0.2,0.2,0.2,0.3,0.3	2,2,2,2,2	0.5,0.5,0.5,0.5,0.6	1,1,1,1,1	0.3,0.3,0.3,0.3,0.3
CHLRE_07g317000v5		13,13,13,13,14	17,17,18,18,19	14,14,14,14,14	9,9,9,9,9	13,13,13,14,14	16,16,17,17,17	21,21,21,22,22	13,13,13,13,13
CHLRE_07g317050v5		3,3,4,4,4	2,2,2,2,2	1,2,2,2,2	3,3,3,3,3	5,5,5,5,5	3,3,3,3,3	4,4,4,4,4	3,3,4,4,4
CHLRE_07g317100v5		17,17,18,18,19	2,2,2,2,3	2,3,3,3,3	6,7,7,7,7	20,20,20,20,21	14,14,14,15,15	19,19,20,20,20	4,4,5,5,5
CHLRE_07g317150v5		46,47,49,50,51	26,28,29,30,32	21,21,22,22,22	19,19,19,19,19	30,31,32,33,34	43,43,44,45,46	46,46,46,46,47	43,43,43,43,44
CHLRE_07g317201v5		0.2,0.2,0.2,0.2,0.2	0,0,0,0,0	0,0,0,0,0	0.2,0.2,0.2,0.2,0.2	0,0.1,0.1,0.1,0.1	0.1,0.1,0.1,0.1,0.2	0.1,0.1,0.1,0.1,0.1	0,0,0,0,0
CHLRE_07g317250v5		21,22,22,23,24	3,3,3,3,3	5,5,5,5,5	17,17,17,17,18	17,17,18,18,18	12,12,12,12,12	8,8,8,9,9	4,4,4,4,4
CHLRE_07g317300v5		12,12,12,12,12	12,13,13,14,14	10,10,10,11,11	8,8,9,9,9	10,10,10,11,11	14,15,15,15,15	16,17,18,19,20	26,26,26,27,27
CHLRE_07g317350v5		7,7,7,7,7	5,5,5,5,5	5,6,6,7,7	6,6,6,6,6	10,10,10,11,11	7,7,7,8,8	8,8,8,9,9	5,6,6,7,7
CHLRE_07g317400v5		3,3,4,4,4	3,3,3,3,3	3,3,3,3,3	2,2,2,3,3	4,4,4,5,5	4,4,4,4,4	4,4,4,4,4	2,3,3,3,3
CHLRE_07g317421v5		4,4,4,4,5	4,4,4,4,4	4,4,4,4,4	3,3,3,3,4	5,5,5,6,6	5,5,5,5,6	6,6,6,6,6	4,4,4,4,4
CHLRE_07g317438v5		5,5,5,5,5	4,4,4,4,4	3,3,4,4,4	4,4,4,5,5	6,6,7,7,7	4,5,5,5,5	6,6,7,7,7	4,4,5,5,5
CHLRE_07g317450v5		10,10,10,11,11	9,10,10,10,10	11,11,12,12,12	9,9,9,9,9	17,17,17,17,17	12,12,13,14,14	13,13,13,13,13	10,10,10,10,10
CHLRE_07g317500v5		1,1,1,1,1	2,2,2,2,2	0.4,0.4,0.4,0.5,0.5	0.5,0.5,0.5,0.5,0.5	0.8,0.8,0.9,0.9,1	3,3,3,4,4	3,3,3,4,4	4,5,5,5,5
CHLRE_07g317550v5		6,6,6,6,6	5,6,6,6,6	3,3,3,4,4	4,4,4,5,5	5,5,5,5,6	10,10,10,10,10	9,10,10,10,11	10,11,12,12,13
CHLRE_07g317576v5		0,0,0,0,0	0,0,0,0,0.1	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0
CHLRE_07g317601v5		9,9,9,9,9	7,7,7,7,7	6,7,7,7,8	6,7,8,9,10	9,10,10,11,12	8,8,8,8,9	9,9,9,9,9	6,6,7,7,8
CHLRE_07g317626v5		0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,0,0.1,0.1
CHLRE_07g317650v5		1,1,1,1,1	3,3,3,3,3	2,2,2,2,2	0.9,1,1,1,1	2,2,2,2,2	2,2,2,2,2	1,2,2,2,2	2,2,2,2,2
CHLRE_07g317750v5		0.5,0.5,0.5,0.5,0.5	0.5,0.6,0.6,0.6,0.6	0.4,0.4,0.4,0.5,0.5	0.4,0.5,0.6,0.7,0.7	0.6,0.7,0.7,0.7,0.8	0.4,0.4,0.4,0.4,0.4	0.4,0.4,0.4,0.4,0.4	0.3,0.3,0.3,0.4,0.4
CHLRE_07g317800v5		1,1,1,1,1	3,3,3,3,3	2,2,2,2,2	1,1,2,2,2	2,2,2,2,2	2,2,3,3,3	2,2,3,3,3	4,4,4,4,4
CHLRE_07g317850v5		21,21,22,23,24	3,3,3,3,3	3,3,3,3,3	10,10,10,11,11	18,18,18,19,19	15,16,17,18,19	16,17,17,17,18	4,4,5,5,5
CHLRE_07g317864v5		0,0.1,0.1,0.1,0.2	0.1,0.1,0.1,0.1,0.2	0.2,0.2,0.2,0.2,0.3	0.1,0.1,0.1,0.1,0.1	0.1,0.2,0.2,0.2,0.2	0.1,0.1,0.1,0.1,0.2	0,0,0.1,0.1,0.1	0.1,0.1,0.1,0.1,0.1
CHLRE_07g317908v5		2,2,2,2,2	8,8,8,8,8	5,5,5,5,5	1,1,1,1,1	4,4,4,4,4	2,2,2,2,3	3,3,3,3,3	4,4,4,4,4
CHLRE_07g317950v5		6,6,6,6,6	2,2,2,2,2	2,2,2,2,2	3,3,3,3,3	9,9,9,9,9	4,4,4,4,4	4,4,4,4,4	0.7,0.7,0.7,0.7,0.8
CHLRE_07g318000v5		11,12,12,13,13	21,22,23,23,24	16,16,16,16,16	12,12,12,12,12	14,14,15,15,15	13,14,14,14,15	16,16,17,17,18	18,18,19,19,20
CHLRE_07g318050v5		49,50,50,51,51	49,50,52,53,54	55,57,59,61,64	57,59,60,61,63	62,62,63,64,65	37,37,37,37,37	41,42,43,43,44	57,57,58,59,59
CHLRE_07g318200v5		0.6,0.6,0.6,0.6,0.6	1,1,1,1,1	0.3,0.3,0.3,0.4,0.4	0.3,0.3,0.3,0.3,0.3	0.2,0.2,0.2,0.3,0.3	1,1,1,1,1	1,1,1,1,1	2,2,3,3,3
CHLRE_07g318209v5		0.3,0.4,0.4,0.5,0.6	1,1,1,1,1	0,0,0,0,0	0,0,0,0,0	0.1,0.1,0.1,0.2,0.2	1,2,2,2,2	1,1,1,1,2	3,3,3,3,3
CHLRE_07g318250v5		3,3,3,3,3	3,3,3,3,4	0.7,0.8,0.9,1,1	1,1,1,1,1	1,1,1,1,1	6,6,6,6,6	5,6,6,6,7	6,7,7,8,8
CHLRE_07g318276v5		3,3,3,3,3	2,2,2,2,2	0.1,0.2,0.2,0.3,0.3	0.4,0.5,0.5,0.5,0.6	1,1,1,1,1	8,8,8,8,8	7,7,8,8,8	13,13,13,13,13
CHLRE_07g318300v5		15,15,15,15,15	2,2,2,2,2	3,3,3,3,3	6,7,7,7,7	10,10,10,10,10	16,17,17,18,18	21,22,22,22,22	8,9,10,11,12
CHLRE_07g318350v5		35,35,35,35,35	37,37,38,38,38	38,38,39,40,40	30,30,31,31,31	47,48,49,50,52	39,39,39,40,40	46,46,46,46,47	28,28,29,29,29
CHLRE_07g318400v5		7,7,7,7,7	2,2,3,3,3	1,2,2,2,2	2,2,3,3,3	7,7,7,7,8	7,7,7,7,8	7,7,7,7,7	4,4,4,4,4
CHLRE_07g318426v5		9,9,10,10,10	3,3,3,3,3	1,1,2,2,2	3,3,3,4,4	8,9,10,11,12	8,8,9,9,9	5,5,6,6,7	3,3,3,3,4
CHLRE_07g318450v5		81,81,81,81,81	116,117,117,117,118	72,74,77,79,81	55,56,57,57,58	71,73,74,76,77	120,122,123,125,127	102,107,112,117,122	153,153,153,153,153
CHLRE_07g318500v5		0.7,0.8,0.8,0.8,0.9	0.8,0.9,0.9,1,1	0.6,0.7,0.7,0.7,0.7	0.6,0.6,0.6,0.6,0.6	0.9,0.9,1,1,1	1,1,1,1,1	1,1,1,1,1	1,1,1,1,1
CHLRE_07g318551v5		4,5,5,5,5	6,7,7,7,7	6,6,6,6,6	6,6,6,6,6	4,4,5,5,5	5,5,5,5,5	5,5,5,6,6	4,5,5,5,6
CHLRE_07g318600v5		0,0.1,0.1,0.1,0.1	0.1,0.1,0.1,0.2,0.2	0.1,0.1,0.1,0.1,0.1	0.1,0.1,0.1,0.2,0.2	0,0.1,0.2,0.3,0.4	0.1,0.1,0.1,0.1,0.1	0,0.1,0.1,0.1,0.1	0,0,0.1,0.1,0.1
CHLRE_07g318651v5		3,3,4,4,4	6,6,7,7,7	3,3,3,3,3	3,3,3,3,3	3,3,3,3,3	6,6,6,6,6	6,6,6,6,7	7,7,7,7,7
